prod_name,rating,user_review
La Trappe Quadrupel (Koningshoeven / Dominus),4,"I loved the look and color of this brew - it was enticing and had the ""come hither"" look. Smell was just as I like - bready, fruity, with lots of vanilla and caramel. The feel was velvety, rich, and smooth. Unfortunately, it wasn't my preferred style so it didn't ""wow"" me like it does some others - not it's fault, mine."
La Trappe Quadrupel (Koningshoeven / Dominus),4.28,"Not my fav Quad but a good one. If you like Quads, this one has most of what you expect. Just a tad less punch flavor-wise than others."
La Trappe Quadrupel (Koningshoeven / Dominus),4.34,"750 ml bottle poured into a 15 cl St. Bernardus goblet.

L---Almost clear, rich amber color. Soapy, khaki head that had good retention and left excellent lacing.

S---Cherry, banana, candy sugar, bread.

T---Complex & rich. Follows the nose, banana, cherry, candy sugar and bread.

F---Fairly full bodied mouthfeel. Good carbonation.

O---Really a sipping beer, one meant to be enjoyed slowly. Overall, excellent.."
La Trappe Quadrupel (Koningshoeven / Dominus),3.83,"L: Murky, light amber/brownish in colour. 1 finger beige head at pour.
S: Banana bread, pears, candy sugar, peanuts, smells fresher than other quads (rochefort, st bernardus, ..). Some spice.
T: Candi sugar, overripe banana, pears.
F: Smooth, good carb, med/low bitterness, med body, sweet finish.
O: Different than what I think a classical quadruple should taste like, but good nevertheless."
La Trappe Quadrupel (Koningshoeven / Dominus),3.73,"Looka: light amber (very unusual for a quad), big cream head

Smell: malt, iron, yeast, a bit of fruit

Taste: malt, dark fruit, a bit of yeast, not nearly as good as the best quads

Feel: smooth, nice small bubbles on the tongue"
La Trappe Quadrupel (Koningshoeven / Dominus),4.46,Need to perform a blind tasting but feel like this can become my #2 Quad behind Rochefort 10...really love the banana/clove/honey/almond/toasted coconut thing going on...this beer is less medicinal than other quads I've enjoyed before. Need to try more from not only this brewery but St. Bernardus too.
La Trappe Quadrupel (Koningshoeven / Dominus),4.25,"330 ml bottle, courtesy of Cardinal Pub & Bar, Stavanger. ABV is 10%. Deep amber to copper colour. Rich, very big and lasting off-white head. Lovely vinous aroma, also notes of brown candy sugar, caramel and various spices. The flavour is very rich and sweet, with plenty of malts, brown sugar and spices. Moderate hops in the finish."
La Trappe Quadrupel (Koningshoeven / Dominus),4.01,"750ml bottle into a goblet.

L: Clear chestnut body under an inch of almost-white, rather coarse foam. Despite the loose bubbles retention and lacing are both quite strong. Definitely on the light side for the style, but I'm enjoying it.

S: Fruit is front and center, with grape, pear, and apricot all showing up. Toasty malt is prominent as well, with some significant but not unwelcome alcohol character as well. Robust and enjoyable.

T: Follows the nose - fruity esters, rich toasty malts, and booze are the three flavor waves. Rather enjoyable, but not especially interesting in any way.

F: Lively and full-bodied, with lots of soft carbonation and some alcohol warmth. Pretty great for the style.

O: This is a style I don't drink nearly often enough, so it was supremely enjoyable to indulge in this one. That said, I think I prefer most of the other Trappist Quads to this one, solid as it is. Beers of Fame tick 205/250. Cheers!"
Backwoods Bastard,4.38,"Haven't had this in a while - and never rated it.

Very beautiful pour - nice brown caramel color and a bit of head.
No noticeable smell.
Very delicious. Creamy. Smooth mouthfeel. Not too much sweetness.

Excellent beer."
Backwoods Bastard,4.24,"12 oz bottle into a Founders snifter. Top popped and everything seemed to leap out!
Immediate Scotch aroma fills the space. Lively fizz that lays down quickly.
Taste is Scotch & soda, caramel sweetness, barrel dryness, quick finish.
Feel is old ale heft, low to medium carb.
Overall, supurb sipper.,."
Backwoods Bastard,4.41,"Pours a dark brownish color with a small tan colored head that didn't last long. The smell was of malt, caramel and a strong alcohol. The taste was that of malt with some caramel and the influence of the scotch barrels for a warm alcohol finish. A really good beer."
Backwoods Bastard,4.25,"Super hardcore and outrageous scotch and oak barrels combine nicely with the base scotch ale. It’s oaky, a bit roasty, with caramel sweetness, some tobacco and dark fruit. Bombastic but nice."
Backwoods Bastard,4.36,"Poured from 12oz bottle into Chimay goblet.

L - Dark brown pour, with a light cream colored foam.

S - Vanilla, caramel, barrel.

T - Caramel, malt, vanilla, peat, black coffee. Starts sweet and works its way into a nice smooth bitterness.

F - Not heavy, but has a nice weight on the tongue. Creamy and dry at the same time.

The barrel cures the weak points of the original Dirty Bastard and turns it into an outstanding Wee Heavy."
Backwoods Bastard,4.5,My first scotch ale style beer. Simply great. Another great Founders beer.
Backwoods Bastard,3.96,Initially loved dirty bastard (the original) but just too much 'oak' for beer. Still a great beer with singular flavors and aromas but not my taste.
Backwoods Bastard,4.47,Ones of my favorites so I'm not very objective. Love the bourbon that comes through. This years version is a little thin but still very very good.
Backwoods Bastard,4.97,"I tried this brew a couple of years ago and remembered that I really liked. Today is the first time I have seen it back in stock at my local beer store so of course I had to try it again. I'm a fan of dark bourbon beers and this one ranks right up at the top. The initial pour unveils a dark amber ale with a short lived frothy head. The smell is sweet with an obvious bourbon scent. The first taste is remarkably smooth and rich, sweetness on the tongue with a mild pleasant bitterness arriving at the end which left me craving for my next sip. Ahhhhh, so yummy! This is a first class sipping beer that you should keep on hand for your favorite house guests...if your the generous type."
Backwoods Bastard,4.48,"Bottled on 09.27.21 - 2nd try on this one, which drives this very review - found the barrel taste too strong & fresh-coopered first time, but impressions seem to be diminished this round...)

Pour into 5oz snifter leaves an appealing bubbly tan head reducing to cloudy mists on the surface with a bubbly creamy little ring surrounding the fill line. Color such a lovely translucent deep burgundy. Nose is barrel woods, sweet molasses, perhaps a nuance of tangy fruitiness in there too. Taste is a lovely bittersweet, a little tang & fizz on the tongue. Swallow is bittersweet, not overly sticky.

I can see why appreciators like aging this one. It's a sweet lil' treat."
Backwoods Bastard,4.85,Superb scotch ale
Backwoods Bastard,4.49,"Fairly dark body, browinish burnt copper color with a decent light tan head. Very pretty aroma: caramel, vanilla & bourbon. Sweet with just of hint of bitter. Very tasty: caramel, brown sugar, spices, bourbon, scotch, ripe dark fruit, vanilla & oak barrel flavors. Medium feel, good carbonation & a fair amount of alcohol heat in the mouth & stomach. Excellent scotch ale."
Backwoods Bastard,4.51,"This sample was bottled 9/28/12. Poured into a 16oz nonic, a tan off white head forms and quickly dissipates leaving a light cap of foam on top. The color is a slightly translucent reddish brown. The smell is of boozy roasted malts, bourbon and candied dried fruit. The taste is slightly sweet, boozy malt, with notes of dried fruit and bourbon. The mouthfeel is medium bodied and slightly slick. Given the age of my sample I assume the carbonation has toned down from the original packaging, the mouthfeel is smooth. Overall, this is an excellent beer that I would definitely buy again."
Backwoods Bastard,4.23,"When compared to KBS it is a step lower. BUT - that does not make it undesirable. If you are a connoisseur of ales you will love it. If not - the pilsner people and BudNiks will notice the bloaty feeling and over-handed sweetness and put it down around a stale Oh Henry. Newbies will be hypnotized - the Seasoned will say ""meh."""
